session_id	civil_date	calendar_status	clock_status	server_offset_minutes	source_day_m1_rows	source_day_m5_rows	expected_m1_range	observed_m1_range	missing_m1_range	duplicate_m1_range	expected_m5_horizon	observed_m5_horizon	missing_m5_horizon	duplicate_m5_horizon	decision	partition
OBSOPEN_US30_20240915	2024-09-15	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20240916	2024-09-16	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240917	2024-09-17	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240918	2024-09-18	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240919	2024-09-19	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240920	2024-09-20	NORMAL_SESSION	QUALIFIED	180	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20240921	2024-09-21	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20240922	2024-09-22	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20240923	2024-09-23	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240924	2024-09-24	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240925	2024-09-25	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240926	2024-09-26	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20240927	2024-09-27	NORMAL_SESSION	QUALIFIED	180	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20240928	2024-09-28	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20240929	2024-09-29	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20240930	2024-09-30	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241001	2024-10-01	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241002	2024-10-02	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241003	2024-10-03	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241004	2024-10-04	NORMAL_SESSION	QUALIFIED	180	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20241005	2024-10-05	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241006	2024-10-06	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241007	2024-10-07	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241008	2024-10-08	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241009	2024-10-09	NORMAL_SESSION	QUALIFIED	180	1439	288	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241010	2024-10-10	NORMAL_SESSION	QUALIFIED	180	1440	288	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241011	2024-10-11	NORMAL_SESSION	QUALIFIED	180	1374	275	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20241012	2024-10-12	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241013	2024-10-13	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241014	2024-10-14	NORMAL_SESSION	QUALIFIED	180	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241015	2024-10-15	NORMAL_SESSION	QUALIFIED	180	1414	288	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241016	2024-10-16	NORMAL_SESSION	QUALIFIED	180	1438	288	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241017	2024-10-17	NORMAL_SESSION	QUALIFIED	180	1389	278	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241018	2024-10-18	NORMAL_SESSION	QUALIFIED	180	1351	271	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20241019	2024-10-19	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241020	2024-10-20	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241021	2024-10-21	NORMAL_SESSION	QUALIFIED	180	1377	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241022	2024-10-22	NORMAL_SESSION	QUALIFIED	180	1436	288	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241023	2024-10-23	NORMAL_SESSION	QUALIFIED	180	1393	279	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241024	2024-10-24	NORMAL_SESSION	QUALIFIED	180	1382	277	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20241025	2024-10-25	NORMAL_SESSION	QUALIFIED	180	1379	276	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20241026	2024-10-26	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241027	2024-10-27	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241028	2024-10-28	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1439	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241029	2024-10-29	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241030	2024-10-30	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241031	2024-10-31	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1438	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241101	2024-11-01	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241102	2024-11-02	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241103	2024-11-03	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241104	2024-11-04	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241105	2024-11-05	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1399	282	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241106	2024-11-06	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241107	2024-11-07	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241108	2024-11-08	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1379	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241109	2024-11-09	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241110	2024-11-10	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241111	2024-11-11	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241112	2024-11-12	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1418	284	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241113	2024-11-13	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1407	282	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241114	2024-11-14	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241115	2024-11-15	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241116	2024-11-16	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241117	2024-11-17	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241118	2024-11-18	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241119	2024-11-19	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241120	2024-11-20	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241121	2024-11-21	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1439	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241122	2024-11-22	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241123	2024-11-23	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241124	2024-11-24	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241125	2024-11-25	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1378	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241126	2024-11-26	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1397	280	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241127	2024-11-27	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1411	283	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241128	2024-11-28	EXCHANGE_CLOSED	NOT_APPLICABLE		1421	285	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20241129	2024-11-29	EARLY_CLOSE	NOT_APPLICABLE		1380	276	0	0	0	0	0	0	0	0	EARLY_CLOSE_HORIZON_INCOMPLETE	
OBSOPEN_US30_20241130	2024-11-30	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241201	2024-12-01	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241202	2024-12-02	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1370	275	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241203	2024-12-03	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1379	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241204	2024-12-04	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241205	2024-12-05	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1384	277	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241206	2024-12-06	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1322	265	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241207	2024-12-07	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241208	2024-12-08	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241209	2024-12-09	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1379	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241210	2024-12-10	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241211	2024-12-11	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1439	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241212	2024-12-12	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1439	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241213	2024-12-13	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1344	269	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241214	2024-12-14	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241215	2024-12-15	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241216	2024-12-16	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241217	2024-12-17	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1390	279	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241218	2024-12-18	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1433	287	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241219	2024-12-19	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1412	283	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241220	2024-12-20	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1351	271	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241221	2024-12-21	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241222	2024-12-22	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241223	2024-12-23	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241224	2024-12-24	EARLY_CLOSE	NOT_APPLICABLE		1183	237	0	0	0	0	0	0	0	0	EARLY_CLOSE_HORIZON_INCOMPLETE	
OBSOPEN_US30_20241225	2024-12-25	EXCHANGE_CLOSED	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20241226	2024-12-26	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241227	2024-12-27	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1320	264	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241228	2024-12-28	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241229	2024-12-29	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20241230	2024-12-30	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1380	276	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20241231	2024-12-31	NORMAL_SESSION	NOT_EVALUABLE_CLOCK_TRANSPORT		1440	288	0	0	0	0	0	0	0	0	NOT_EVALUABLE_CLOCK_TRANSPORT	
OBSOPEN_US30_20250101	2025-01-01	EXCHANGE_CLOSED	NOT_APPLICABLE		1346	270	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20250102	2025-01-02	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250103	2025-01-03	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250104	2025-01-04	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250105	2025-01-05	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250106	2025-01-06	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250107	2025-01-07	NORMAL_SESSION	QUALIFIED	120	1314	265	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250108	2025-01-08	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250109	2025-01-09	EXCHANGE_CLOSED	NOT_APPLICABLE		930	187	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20250110	2025-01-10	NORMAL_SESSION	QUALIFIED	120	1319	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250111	2025-01-11	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250112	2025-01-12	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250113	2025-01-13	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250114	2025-01-14	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250115	2025-01-15	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250116	2025-01-16	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250117	2025-01-17	NORMAL_SESSION	QUALIFIED	120	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250118	2025-01-18	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250119	2025-01-19	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250120	2025-01-20	EXCHANGE_CLOSED	NOT_APPLICABLE		1140	228	0	0	0	0	0	0	0	0	EXCHANGE_CLOSED	
OBSOPEN_US30_20250121	2025-01-21	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250122	2025-01-22	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250123	2025-01-23	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250124	2025-01-24	NORMAL_SESSION	QUALIFIED	120	1312	263	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250125	2025-01-25	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250126	2025-01-26	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250127	2025-01-27	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250128	2025-01-28	NORMAL_SESSION	QUALIFIED	120	1352	273	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250129	2025-01-29	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250130	2025-01-30	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250131	2025-01-31	NORMAL_SESSION	QUALIFIED	120	1320	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250201	2025-02-01	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250202	2025-02-02	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250203	2025-02-03	NORMAL_SESSION	QUALIFIED	120	1378	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250204	2025-02-04	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250205	2025-02-05	NORMAL_SESSION	QUALIFIED	120	1378	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250206	2025-02-06	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250207	2025-02-07	NORMAL_SESSION	QUALIFIED	120	1317	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250208	2025-02-08	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250209	2025-02-09	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
OBSOPEN_US30_20250210	2025-02-10	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250211	2025-02-11	NORMAL_SESSION	QUALIFIED	120	1379	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250212	2025-02-12	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250213	2025-02-13	NORMAL_SESSION	QUALIFIED	120	1380	276	30	30	0	0	79	79	0	0	ADMITTED	DISCOVERY
OBSOPEN_US30_20250214	2025-02-14	NORMAL_SESSION	QUALIFIED	120	1319	264	30	30	0	0	79	78	1	0	NOT_EVALUABLE_SOURCE_COVERAGE_M5	
OBSOPEN_US30_20250215	2025-02-15	NON_SESSION_WEEKEND	NOT_APPLICABLE		0	0	0	0	0	0	0	0	0	0	NON_SESSION_WEEKEND	
